2025-09-13 01:34:36.982 | INFO | ==================== 日志系统初始化 ====================
2025-09-13 01:34:37.196 | INFO | 模板目录: templates\exploration\res
2025-09-13 01:34:37.196 | INFO | 模板目录存在: True
2025-09-13 01:34:37.197 | DEBUG | 检查模板文件: templates\exploration\res\res_e_exploration_open.png
2025-09-13 01:34:37.197 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_exploration_open.png
2025-09-13 01:34:37.207 | INFO | 成功加载模板: entrance
2025-09-13 01:34:37.207 | DEBUG | 检查模板文件: templates\exploration\res\res_exploration_title.png
2025-09-13 01:34:37.207 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_exploration_title.png
2025-09-13 01:34:37.207 | INFO | 成功加载模板: main
2025-09-13 01:34:37.207 | DEBUG | 检查模板文件: templates\exploration\res\res_e_settings_button.png
2025-09-13 01:34:37.207 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_settings_button.png
2025-09-13 01:34:37.207 | INFO | 成功加载模板: settings_button
2025-09-13 01:34:37.207 | DEBUG | 检查模板文件: templates\exploration\res\res_e_exploration_click.png
2025-09-13 01:34:37.207 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_exploration_click.png
2025-09-13 01:34:37.208 | INFO | 成功加载模板: exploration_click
2025-09-13 01:34:37.208 | DEBUG | 检查模板文件: templates\exploration\res\res_e_open_settings.png
2025-09-13 01:34:37.208 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_open_settings.png
2025-09-13 01:34:37.208 | INFO | 成功加载模板: open_settings
2025-09-13 01:34:37.208 | DEBUG | 检查模板文件: templates\exploration\res\res_normal_battle_button.png
2025-09-13 01:34:37.208 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_normal_battle_button.png
2025-09-13 01:34:37.208 | INFO | 成功加载模板: normal_monster
2025-09-13 01:34:37.208 | DEBUG | 检查模板文件: templates\exploration\res\res_boss_battle_button.png
2025-09-13 01:34:37.208 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_boss_battle_button.png
2025-09-13 01:34:37.208 | INFO | 成功加载模板: boss_monster
2025-09-13 01:34:37.209 | DEBUG | 检查模板文件: templates\exploration\res\res_battle_start.png
2025-09-13 01:34:37.209 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_battle_start.png
2025-09-13 01:34:37.209 | INFO | 成功加载模板: battle_start
2025-09-13 01:34:37.209 | DEBUG | 检查模板文件: templates\exploration\res\res_treasure_box_click.png
2025-09-13 01:34:37.209 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_treasure_box_click.png
2025-09-13 01:34:37.209 | INFO | 成功加载模板: treasure_box
2025-09-13 01:34:37.209 | DEBUG | 检查模板文件: templates\exploration\res\res_get_reward.png
2025-09-13 01:34:37.209 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_get_reward.png
2025-09-13 01:34:37.210 | INFO | 成功加载模板: get_reward
2025-09-13 01:34:37.210 | DEBUG | 检查模板文件: templates\exploration\res\res_battle_reward.png
2025-09-13 01:34:37.210 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_battle_reward.png
2025-09-13 01:34:37.210 | INFO | 成功加载模板: battle_reward
2025-09-13 01:34:37.210 | DEBUG | 检查模板文件: templates\exploration\res\res_e_auto_rotate_on.png
2025-09-13 01:34:37.210 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_auto_rotate_on.png
2025-09-13 01:34:37.210 | INFO | 成功加载模板: auto_rotate_on
2025-09-13 01:34:37.210 | DEBUG | 检查模板文件: templates\exploration\res\res_e_auto_rotate_off.png
2025-09-13 01:34:37.210 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_auto_rotate_off.png
2025-09-13 01:34:37.211 | INFO | 成功加载模板: auto_rotate_off
2025-09-13 01:34:37.211 | DEBUG | 检查模板文件: templates\exploration\res\res_e_enter_choose_rarity.png
2025-09-13 01:34:37.211 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_enter_choose_rarity.png
2025-09-13 01:34:37.211 | INFO | 成功加载模板: enter_choose_rarity
2025-09-13 01:34:37.211 | DEBUG | 检查模板文件: templates\exploration\res\res_e_n_rarity.png
2025-09-13 01:34:37.211 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_n_rarity.png
2025-09-13 01:34:37.211 | INFO | 成功加载模板: n_rarity
2025-09-13 01:34:37.211 | DEBUG | 检查模板文件: templates\exploration\res\res_e_s_rarity.png
2025-09-13 01:34:37.212 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_s_rarity.png
2025-09-13 01:34:37.212 | INFO | 成功加载模板: s_rarity
2025-09-13 01:34:37.212 | DEBUG | 检查模板文件: templates\exploration\res\res_e_ratate_exsit.png
2025-09-13 01:34:37.212 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_ratate_exsit.png
2025-09-13 01:34:37.213 | INFO | 成功加载模板: rotate_exist
2025-09-13 01:34:37.213 | DEBUG | 检查模板文件: templates\exploration\res\res_e_sure_button.png
2025-09-13 01:34:37.213 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_sure_button.png
2025-09-13 01:34:37.213 | INFO | 成功加载模板: sure_button
2025-09-13 01:34:37.213 | DEBUG | 检查模板文件: templates\exploration\res\res_team_emoji.png
2025-09-13 01:34:37.213 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_team_emoji.png
2025-09-13 01:34:37.213 | INFO | 成功加载模板: team_emoji
2025-09-13 01:34:37.213 | DEBUG | 检查模板文件: templates\exploration\res\res_exp_create_team.png
2025-09-13 01:34:37.213 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_exp_create_team.png
2025-09-13 01:34:37.214 | INFO | 成功加载模板: create_team
2025-09-13 01:34:37.214 | DEBUG | 检查模板文件: templates\exploration\res\res_exp_create_ensure.png
2025-09-13 01:34:37.214 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_exp_create_ensure.png
2025-09-13 01:34:37.214 | INFO | 成功加载模板: create_ensure
2025-09-13 01:34:37.214 | DEBUG | 检查模板文件: templates\exploration\res\res_swipe_end.png
2025-09-13 01:34:37.214 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_swipe_end.png
2025-09-13 01:34:37.215 | INFO | 成功加载模板: swipe_end
2025-09-13 01:34:37.215 | DEBUG | 检查模板文件: templates\exploration\res\res_e_exit_confirm.png
2025-09-13 01:34:37.215 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_exit_confirm.png
2025-09-13 01:34:37.215 | INFO | 成功加载模板: exit_confirm
2025-09-13 01:34:37.215 | DEBUG | 检查模板文件: templates\exploration\res\res_red_close.png
2025-09-13 01:34:37.215 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_red_close.png
2025-09-13 01:34:37.215 | INFO | 成功加载模板: red_close
2025-09-13 01:34:37.216 | INFO | 模板目录: templates\exploration\res
2025-09-13 01:34:37.216 | INFO | 模板目录存在: True
2025-09-13 01:34:37.216 | DEBUG | 检查模板文件: templates\exploration\res\res_e_exploration_open.png
2025-09-13 01:34:37.216 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_exploration_open.png
2025-09-13 01:34:37.216 | INFO | 成功加载模板: entrance
2025-09-13 01:34:37.216 | DEBUG | 检查模板文件: templates\exploration\res\res_exploration_title.png
2025-09-13 01:34:37.216 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_exploration_title.png
2025-09-13 01:34:37.216 | INFO | 成功加载模板: main
2025-09-13 01:34:37.216 | DEBUG | 检查模板文件: templates\exploration\res\res_e_settings_button.png
2025-09-13 01:34:37.217 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_settings_button.png
2025-09-13 01:34:37.217 | INFO | 成功加载模板: settings_button
2025-09-13 01:34:37.217 | DEBUG | 检查模板文件: templates\exploration\res\res_e_exploration_click.png
2025-09-13 01:34:37.217 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_exploration_click.png
2025-09-13 01:34:37.217 | INFO | 成功加载模板: exploration_click
2025-09-13 01:34:37.217 | DEBUG | 检查模板文件: templates\exploration\res\res_e_open_settings.png
2025-09-13 01:34:37.217 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_open_settings.png
2025-09-13 01:34:37.218 | INFO | 成功加载模板: open_settings
2025-09-13 01:34:37.218 | DEBUG | 检查模板文件: templates\exploration\res\res_normal_battle_button.png
2025-09-13 01:34:37.218 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_normal_battle_button.png
2025-09-13 01:34:37.218 | INFO | 成功加载模板: normal_monster
2025-09-13 01:34:37.218 | DEBUG | 检查模板文件: templates\exploration\res\res_boss_battle_button.png
2025-09-13 01:34:37.218 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_boss_battle_button.png
2025-09-13 01:34:37.218 | INFO | 成功加载模板: boss_monster
2025-09-13 01:34:37.218 | DEBUG | 检查模板文件: templates\exploration\res\res_battle_start.png
2025-09-13 01:34:37.218 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_battle_start.png
2025-09-13 01:34:37.219 | INFO | 成功加载模板: battle_start
2025-09-13 01:34:37.219 | DEBUG | 检查模板文件: templates\exploration\res\res_treasure_box_click.png
2025-09-13 01:34:37.219 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_treasure_box_click.png
2025-09-13 01:34:37.219 | INFO | 成功加载模板: treasure_box
2025-09-13 01:34:37.219 | DEBUG | 检查模板文件: templates\exploration\res\res_get_reward.png
2025-09-13 01:34:37.219 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_get_reward.png
2025-09-13 01:34:37.220 | INFO | 成功加载模板: get_reward
2025-09-13 01:34:37.220 | DEBUG | 检查模板文件: templates\exploration\res\res_battle_reward.png
2025-09-13 01:34:37.220 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_battle_reward.png
2025-09-13 01:34:37.220 | INFO | 成功加载模板: battle_reward
2025-09-13 01:34:37.220 | DEBUG | 检查模板文件: templates\exploration\res\res_e_auto_rotate_on.png
2025-09-13 01:34:37.220 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_auto_rotate_on.png
2025-09-13 01:34:37.220 | INFO | 成功加载模板: auto_rotate_on
2025-09-13 01:34:37.220 | DEBUG | 检查模板文件: templates\exploration\res\res_e_auto_rotate_off.png
2025-09-13 01:34:37.220 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_auto_rotate_off.png
2025-09-13 01:34:37.221 | INFO | 成功加载模板: auto_rotate_off
2025-09-13 01:34:37.221 | DEBUG | 检查模板文件: templates\exploration\res\res_e_enter_choose_rarity.png
2025-09-13 01:34:37.221 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_enter_choose_rarity.png
2025-09-13 01:34:37.221 | INFO | 成功加载模板: enter_choose_rarity
2025-09-13 01:34:37.221 | DEBUG | 检查模板文件: templates\exploration\res\res_e_n_rarity.png
2025-09-13 01:34:37.221 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_n_rarity.png
2025-09-13 01:34:37.221 | INFO | 成功加载模板: n_rarity
2025-09-13 01:34:37.221 | DEBUG | 检查模板文件: templates\exploration\res\res_e_s_rarity.png
2025-09-13 01:34:37.221 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_s_rarity.png
2025-09-13 01:34:37.221 | INFO | 成功加载模板: s_rarity
2025-09-13 01:34:37.222 | DEBUG | 检查模板文件: templates\exploration\res\res_e_ratate_exsit.png
2025-09-13 01:34:37.222 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_ratate_exsit.png
2025-09-13 01:34:37.222 | INFO | 成功加载模板: rotate_exist
2025-09-13 01:34:37.222 | DEBUG | 检查模板文件: templates\exploration\res\res_e_sure_button.png
2025-09-13 01:34:37.222 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_sure_button.png
2025-09-13 01:34:37.222 | INFO | 成功加载模板: sure_button
2025-09-13 01:34:37.222 | DEBUG | 检查模板文件: templates\exploration\res\res_team_emoji.png
2025-09-13 01:34:37.222 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_team_emoji.png
2025-09-13 01:34:37.223 | INFO | 成功加载模板: team_emoji
2025-09-13 01:34:37.223 | DEBUG | 检查模板文件: templates\exploration\res\res_exp_create_team.png
2025-09-13 01:34:37.223 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_exp_create_team.png
2025-09-13 01:34:37.223 | INFO | 成功加载模板: create_team
2025-09-13 01:34:37.223 | DEBUG | 检查模板文件: templates\exploration\res\res_exp_create_ensure.png
2025-09-13 01:34:37.223 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_exp_create_ensure.png
2025-09-13 01:34:37.223 | INFO | 成功加载模板: create_ensure
2025-09-13 01:34:37.223 | DEBUG | 检查模板文件: templates\exploration\res\res_swipe_end.png
2025-09-13 01:34:37.223 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_swipe_end.png
2025-09-13 01:34:37.224 | INFO | 成功加载模板: swipe_end
2025-09-13 01:34:37.224 | DEBUG | 检查模板文件: templates\exploration\res\res_e_exit_confirm.png
2025-09-13 01:34:37.224 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_exit_confirm.png
2025-09-13 01:34:37.224 | INFO | 成功加载模板: exit_confirm
2025-09-13 01:34:37.224 | DEBUG | 检查模板文件: templates\exploration\res\res_red_close.png
2025-09-13 01:34:37.224 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_red_close.png
2025-09-13 01:34:37.224 | INFO | 成功加载模板: red_close
