2025-09-13 01:33:00.359 | INFO | ==================== 日志系统初始化 ====================
2025-09-13 01:33:10.508 | INFO | 配置已保存到 exploration_config.json
2025-09-13 01:33:10.733 | INFO | 模板目录: templates\exploration\res
2025-09-13 01:33:10.733 | INFO | 模板目录存在: True
2025-09-13 01:33:10.733 | DEBUG | 检查模板文件: templates\exploration\res\res_e_exploration_open.png
2025-09-13 01:33:10.733 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_exploration_open.png
2025-09-13 01:33:10.743 | INFO | 成功加载模板: entrance
2025-09-13 01:33:10.744 | DEBUG | 检查模板文件: templates\exploration\res\res_exploration_title.png
2025-09-13 01:33:10.744 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_exploration_title.png
2025-09-13 01:33:10.744 | INFO | 成功加载模板: main
2025-09-13 01:33:10.744 | DEBUG | 检查模板文件: templates\exploration\res\res_e_settings_button.png
2025-09-13 01:33:10.744 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_settings_button.png
2025-09-13 01:33:10.744 | INFO | 成功加载模板: settings_button
2025-09-13 01:33:10.744 | DEBUG | 检查模板文件: templates\exploration\res\res_e_exploration_click.png
2025-09-13 01:33:10.744 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_exploration_click.png
2025-09-13 01:33:10.744 | INFO | 成功加载模板: exploration_click
2025-09-13 01:33:10.744 | DEBUG | 检查模板文件: templates\exploration\res\res_e_open_settings.png
2025-09-13 01:33:10.744 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_e_open_settings.png
2025-09-13 01:33:10.745 | INFO | 成功加载模板: open_settings
2025-09-13 01:33:10.745 | DEBUG | 检查模板文件: templates\exploration\res\res_normal_battle_button.png
2025-09-13 01:33:10.745 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_normal_battle_button.png
2025-09-13 01:33:10.745 | INFO | 成功加载模板: normal_monster
2025-09-13 01:33:10.745 | DEBUG | 检查模板文件: templates\exploration\res\res_boss_battle_button.png
2025-09-13 01:33:10.745 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_boss_battle_button.png
2025-09-13 01:33:10.745 | INFO | 成功加载模板: boss_monster
2025-09-13 01:33:10.745 | DEBUG | 检查模板文件: templates\exploration\res\res_battle_start.png
2025-09-13 01:33:10.745 | DEBUG | 文件存在，尝试加载: templates\exploration\res\res_battle_start.png
